NAME_1,tile
Ohio,16TGL
Ohio,16TGM
Ohio,17SKC
Ohio,17SKD
Ohio,17SLC
Ohio,17SLD
Ohio,17SMC
Ohio,17SMD
Ohio,17SND
Ohio,17TKE
Ohio,17TKF
Ohio,17TKG
Ohio,17TLE
Ohio,17TLF
Ohio,17TLG
Ohio,17TME
Ohio,17TMF
Ohio,17TMG
Ohio,17TNE
Ohio,17TNF
Ohio,17TNG
Ohio,17TNH
Ohio,17TPG
Ohio,17TPH
Oklahoma,13SFA
Oklahoma,13SFB
Oklahoma,13SGA
Oklahoma,13SGB
Oklahoma,14SKF
Oklahoma,14SKG
Oklahoma,14SLD
Oklahoma,14SLE
Oklahoma,14SLF
Oklahoma,14SLG
Oklahoma,14SMC
Oklahoma,14SMD
Oklahoma,14SME
Oklahoma,14SMF
Oklahoma,14SMG
Oklahoma,14SNC
Oklahoma,14SND
Oklahoma,14SNE
Oklahoma,14SNF
Oklahoma,14SNG
Oklahoma,14SPC
Oklahoma,14SPD
Oklahoma,14SPE
Oklahoma,14SPF
Oklahoma,14SPG
Oklahoma,14SQC
Oklahoma,14SQD
Oklahoma,14SQE
Oklahoma,14SQF
Oklahoma,14SQG
Oklahoma,15STA
Oklahoma,15STB
Oklahoma,15STT
Oklahoma,15STU
Oklahoma,15STV
Oklahoma,15SUA
Oklahoma,15SUB
Oklahoma,15SUT
Oklahoma,15SUU
Oklahoma,15SUV
Oregon,10TCM
Oregon,10TCN
Oregon,10TCP
Oregon,10TDM
Oregon,10TDN
Oregon,10TDP
Oregon,10TDQ
Oregon,10TDR
Oregon,10TDS
Oregon,10TEM
Oregon,10TEN
Oregon,10TEP
Oregon,10TEQ
Oregon,10TER
Oregon,10TES
Oregon,10TFM
Oregon,10TFN
Oregon,10TFP
Oregon,10TFQ
Oregon,10TFR
Oregon,10TGM
Oregon,10TGN
Oregon,10TGP
Oregon,10TGQ
Oregon,10TGR
Oregon,10TGS
Oregon,11TKG
Oregon,11TLG
Oregon,11TLH
Oregon,11TLJ
Oregon,11TLK
Oregon,11TLL
Oregon,11TLM
Oregon,11TMG
Oregon,11TMH
Oregon,11TMJ
Oregon,11TMK
Oregon,11TML
Oregon,11TMM
Oregon,11TNJ
Oregon,11TNK
Oregon,11TNL
Oregon,11TNM
Pennsylvania,17SND
Pennsylvania,17SPD
Pennsylvania,17SQD
Pennsylvania,17TNE
Pennsylvania,17TNF
Pennsylvania,17TNG
Pennsylvania,17TPE
Pennsylvania,17TPF
Pennsylvania,17TPG
Pennsylvania,17TQE
Pennsylvania,17TQF
Pennsylvania,17TQG
Pennsylvania,18STJ
Pennsylvania,18SUJ
Pennsylvania,18SVJ
Pennsylvania,18TTK
Pennsylvania,18TTL
Pennsylvania,18TTM
Pennsylvania,18TUK
Pennsylvania,18TUL
Pennsylvania,18TUM
Pennsylvania,18TVK
Pennsylvania,18TVL
Pennsylvania,18TVM
Pennsylvania,18TWK
Pennsylvania,18TWL
Pennsylvania,18TWM
Rhode Island,18TYL
Rhode Island,18TYM
Rhode Island,19TBF
Rhode Island,19TBG
Rhode Island,19TCF
Rhode Island,19TCG
South Carolina,17SKU
South Carolina,17SLT
South Carolina,17SLU
South Carolina,17SLV
South Carolina,17SMR
South Carolina,17SMS
South Carolina,17SMT
South Carolina,17SMU
South Carolina,17SMV
South Carolina,17SNR
South Carolina,17SNS
South Carolina,17SNT
South Carolina,17SNU
South Carolina,17SPS
South Carolina,17SPT
South Carolina,17SPU
South Carolina,17SQT
South Dakota,13TEH
South Dakota,13TEJ
South Dakota,13TEK
South Dakota,13TEL
South Dakota,13TFH
South Dakota,13TFJ
South Dakota,13TFK
South Dakota,13TFL
South Dakota,13TFM
South Dakota,13TGH
South Dakota,13TGJ
South Dakota,13TGK
South Dakota,13TGL
South Dakota,13TGM
South Dakota,14TLN
South Dakota,14TLP
South Dakota,14TLQ
South Dakota,14TLR
South Dakota,14TLS
South Dakota,14TMN
South Dakota,14TMP
South Dakota,14TMQ
South Dakota,14TMR
South Dakota,14TNN
South Dakota,14TNP
South Dakota,14TNQ
South Dakota,14TNR
South Dakota,14TPN
South Dakota,14TPP
South Dakota,14TPQ
South Dakota,14TPR
South Dakota,14TQN
South Dakota,14TQP
South Dakota,14TQQ
South Dakota,14TQR
Tennessee,15SYA
Tennessee,15SYU
Tennessee,15SYV
Tennessee,16SBD
Tennessee,16SBE
Tennessee,16SBF
Tennessee,16SCD
Tennessee,16SCE
Tennessee,16SCF
Tennessee,16SDD
Tennessee,16SDE
Tennessee,16SDF
Tennessee,16SED
Tennessee,16SEE
Tennessee,16SEF
Tennessee,16SFD
Tennessee,16SFE
Tennessee,16SFF
Tennessee,16SGD
Tennessee,16SGE
Tennessee,16SGF
Tennessee,17SKA
Tennessee,17SKU
Tennessee,17SKV
Tennessee,17SLA
Tennessee,17SLV
Tennessee,17SMA
Tennessee,17SMV
Texas,13RCQ
Texas,13RDP
Texas,13RDQ
Texas,13REN
Texas,13REP
Texas,13REQ
Texas,13RFN
Texas,13RFP
Texas,13RFQ
Texas,13RGN
Texas,13RGP
Texas,13RGQ
Texas,13SCR
Texas,13SDR
Texas,13SER
Texas,13SFA
Texas,13SFR
Texas,13SFS
Texas,13SFT
Texas,13SFU
Texas,13SFV
Texas,13SGA
Texas,13SGR
Texas,13SGS
Texas,13SGT
Texas,13SGU
Texas,13SGV
Texas,14RKT
Texas,14RKU
Texas,14RKV
Texas,14RLR
Texas,14RLS
Texas,14RLT
Texas,14RLU
Texas,14RLV
Texas,14RMQ
Texas,14RMR
Texas,14RMS
Texas,14RMT
Texas,14RMU
Texas,14RMV
Texas,14RNP
Texas,14RNQ
Texas,14RNR
Texas,14RNS
Texas,14RNT
Texas,14RNU
Texas,14RNV
Texas,14RPP
Texas,14RPQ
Texas,14RPR
Texas,14RPS
Texas,14RPT
Texas,14RPU
Texas,14RPV
Texas,14RQR
Texas,14RQS
Texas,14RQT
Texas,14RQU
Texas,14RQV
Texas,14SKA
Texas,14SKB
Texas,14SKC
Texas,14SKD
Texas,14SKE
Texas,14SKF
Texas,14SLA
Texas,14SLB
Texas,14SLC
Texas,14SLD
Texas,14SLE
Texas,14SLF
Texas,14SMA
Texas,14SMB
Texas,14SMC
Texas,14SMD
Texas,14SME
Texas,14SMF
Texas,14SNA
Texas,14SNB
Texas,14SNC
Texas,14SPA
Texas,14SPB
Texas,14SPC
Texas,14SQA
Texas,14SQB
Texas,14SQC
Texas,15RTM
Texas,15RTN
Texas,15RTP
Texas,15RTQ
Texas,15RUN
Texas,15RUP
Texas,15RUQ
Texas,15RVN
Texas,15RVP
Texas,15RVQ
Texas,15STR
Texas,15STS
Texas,15STT
Texas,15SUR
Texas,15SUS
Texas,15SUT
Texas,15SVR
Texas,15SVS
Texas,15SVT
Utah,11SQA
Utah,11SQB
Utah,11SQC
Utah,11SQD
Utah,11TQE
Utah,11TQF
Utah,11TQG
Utah,12STF
Utah,12STG
Utah,12STH
Utah,12STJ
Utah,12SUF
Utah,12SUG
Utah,12SUH
Utah,12SUJ
Utah,12SVF
Utah,12SVG
Utah,12SVH
Utah,12SVJ
Utah,12SWF
Utah,12SWG
Utah,12SWH
Utah,12SWJ
Utah,12SXF
Utah,12SXG
Utah,12SXH
Utah,12SXJ
Utah,12TTK
Utah,12TTL
Utah,12TTM
Utah,12TUK
Utah,12TUL
Utah,12TUM
Utah,12TVK
Utah,12TVL
Utah,12TVM
Utah,12TWK
Utah,12TWL
Utah,12TXK
Utah,12TXL
Vermont,18TXN
Vermont,18TXP
Vermont,18TXQ
Vermont,18TYN
Vermont,18TYP
Vermont,18TYQ
Vermont,18TYR
Vermont,19TCK
Virginia,16SGF
Virginia,17SKA
Virginia,17SLA
Virginia,17SLB
Virginia,17SMA
Virginia,17SMB
Virginia,17SNA
Virginia,17SNB
Virginia,17SNC
Virginia,17SPA
Virginia,17SPB
Virginia,17SPC
Virginia,17SPD
Virginia,17SQA
Virginia,17SQB
Virginia,17SQC
Virginia,17SQD
Virginia,18STF
Virginia,18STG
Virginia,18STH
Virginia,18STJ
Virginia,18SUF
Virginia,18SUG
Virginia,18SUH
Virginia,18SUJ
Virginia,18SVF
Virginia,18SVG
Virginia,18SVH
Washington,10TCT
Washington,10TDR
Washington,10TDS
Washington,10TDT
Washington,10TER
Washington,10TES
Washington,10TET
Washington,10TFR
Washington,10TFS
Washington,10TFT
Washington,10TGR
Washington,10TGS
Washington,10TGT
Washington,10UCU
Washington,10UDU
Washington,10UDV
Washington,10UEU
Washington,10UEV
Washington,10UFU
Washington,10UFV
Washington,10UGU
Washington,10UGV
Washington,11TLL
Washington,11TLM
Washington,11TLN
Washington,11TML
Washington,11TMM
Washington,11TMN
Washington,11TNL
Washington,11TNM
Washington,11ULP
Washington,11ULQ
Washington,11UMP
Washington,11UMQ
West Virginia,17SLB
West Virginia,17SLC
West Virginia,17SLD
West Virginia,17SMB
West Virginia,17SMC
West Virginia,17SMD
West Virginia,17SNB
West Virginia,17SNC
West Virginia,17SND
West Virginia,17SPC
West Virginia,17SPD
West Virginia,17SQD
West Virginia,17TNE
West Virginia,17TNF
West Virginia,17TPE
West Virginia,17TQE
West Virginia,18STJ
West Virginia,18TTK
Wisconsin,15TVL
Wisconsin,15TWJ
Wisconsin,15TWK
Wisconsin,15TWL
Wisconsin,15TWM
Wisconsin,15TWN
Wisconsin,15TXH
Wisconsin,15TXJ
Wisconsin,15TXK
Wisconsin,15TXL
Wisconsin,15TXM
Wisconsin,15TXN
Wisconsin,15TYH
Wisconsin,15TYJ
Wisconsin,15TYK
Wisconsin,15TYL
Wisconsin,15TYM
Wisconsin,15TYN
Wisconsin,16TCN
Wisconsin,16TCP
Wisconsin,16TCQ
Wisconsin,16TCR
Wisconsin,16TCS
Wisconsin,16TDN
Wisconsin,16TDP
Wisconsin,16TDQ
Wisconsin,16TDR
Wisconsin,16TDS
Wisconsin,16TEP
Wisconsin,16TEQ
Wisconsin,16TER
Wyoming,12TVL
Wyoming,12TVM
Wyoming,12TVN
Wyoming,12TVP
Wyoming,12TVQ
Wyoming,12TWL
Wyoming,12TWM
Wyoming,12TWN
Wyoming,12TWP
Wyoming,12TWQ
Wyoming,12TXL
Wyoming,12TXM
Wyoming,12TXN
Wyoming,12TXP
Wyoming,12TXQ
Wyoming,12TYL
Wyoming,12TYM
Wyoming,12TYN
Wyoming,12TYP
Wyoming,12TYQ
Wyoming,12TYR
Wyoming,13TBF
Wyoming,13TBG
Wyoming,13TCF
Wyoming,13TCG
Wyoming,13TCH
Wyoming,13TCJ
Wyoming,13TCK
Wyoming,13TDF
Wyoming,13TDG
Wyoming,13TDH
Wyoming,13TDJ
Wyoming,13TDK
Wyoming,13TEF
Wyoming,13TEG
Wyoming,13TEH
Wyoming,13TEJ
Wyoming,13TEK
